row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
28704,2254,1757,5.0,23,positive,4,3.9711746383691207,"{""strongly negative"": 0.001537, ""negative"": 0.010198, ""negative or neutral"": 0.055885, ""positive"": 0.880313, ""strongly positive"": 0.052067}",0.001537,0.010198,0.055885,0.880313,0.052067
28705,1346,568,2.0,35,negative or neutral,3,2.7609529583132826,"{""strongly negative"": 0.0009, ""negative"": 0.280319, ""negative or neutral"": 0.676133, ""positive"": 0.042225, ""strongly positive"": 0.000423}",0.0009,0.280319,0.676133,0.042225,0.000423
28706,4404,795,4.0,107,negative or neutral,3,3.477809529664228,"{""strongly negative"": 0.000331, ""negative"": 0.007494, ""negative or neutral"": 0.507827, ""positive"": 0.482729, ""strongly positive"": 0.001618}",0.000331,0.007494,0.507827,0.482729,0.001618
28707,1228,1482,5.0,88,positive,4,3.995151190058096,"{""strongly negative"": 0.000354, ""negative"": 0.001409, ""negative or neutral"": 0.031443, ""positive"": 0.936321, ""strongly positive"": 0.030474}",0.000354,0.001409,0.031443,0.936321,0.030474
28708,2321,2107,5.0,99,positive,4,3.750368936802261,"{""strongly negative"": 0.001029, ""negative"": 0.031214, ""negative or neutral"": 0.196802, ""positive"": 0.758267, ""strongly positive"": 0.012687}",0.001029,0.031214,0.196802,0.758267,0.012687
28709,4052,1928,5.0,99,positive,4,3.985620736144483,"{""strongly negative"": 0.001052, ""negative"": 0.004133, ""negative or neutral"": 0.047782, ""positive"": 0.902207, ""strongly positive"": 0.044825}",0.001052,0.004133,0.047782,0.902207,0.044825
28710,4435,1881,5.0,170,positive,4,3.9103136957855895,"{""strongly negative"": 0.000287, ""negative"": 0.002149, ""negative or neutral"": 0.089115, ""positive"": 0.903861, ""strongly positive"": 0.004588}",0.000287,0.002149,0.089115,0.903861,0.004588
28711,4285,1602,5.0,308,positive,4,3.9320631119335294,"{""strongly negative"": 0.000128, ""negative"": 0.001178, ""negative or neutral"": 0.069971, ""positive"": 0.923949, ""strongly positive"": 0.004774}",0.000128,0.001178,0.069971,0.923949,0.004774
28712,4399,1329,5.0,371,positive,4,3.6140594578755554,"{""strongly negative"": 0.000452, ""negative"": 0.008687, ""negative or neutral"": 0.36977, ""positive"": 0.618533, ""strongly positive"": 0.002558}",0.000452,0.008687,0.36977,0.618533,0.002558
28713,3531,2118,5.0,178,positive,4,3.920736853731796,"{""strongly negative"": 0.000948, ""negative"": 0.010766, ""negative or neutral"": 0.086997, ""positive"": 0.869178, ""strongly positive"": 0.03211}",0.000948,0.010766,0.086997,0.869178,0.03211
28714,915,261,4.0,61,positive,4,4.12278764747316,"{""strongly negative"": 0.000914, ""negative"": 0.000922, ""negative or neutral"": 0.010582, ""positive"": 0.849623, ""strongly positive"": 0.137958}",0.000914,0.000922,0.010582,0.849623,0.137958
28715,309,2069,4.0,242,negative or neutral,3,2.6404290687059984,"{""strongly negative"": 0.001617, ""negative"": 0.431079, ""negative or neutral"": 0.493548, ""positive"": 0.072773, ""strongly positive"": 0.000984}",0.001617,0.431079,0.493548,0.072773,0.000984
28716,3282,857,1.0,22,negative or neutral,3,2.844084234442562,"{""strongly negative"": 0.001999, ""negative"": 0.29888, ""negative or neutral"": 0.554228, ""positive"": 0.142822, ""strongly positive"": 0.002071}",0.001999,0.29888,0.554228,0.142822,0.002071
28717,3088,584,5.0,119,negative or neutral,3,3.3221106574492296,"{""strongly negative"": 0.000167, ""negative"": 0.00939, ""negative or neutral"": 0.659464, ""positive"": 0.330121, ""strongly positive"": 0.000857}",0.000167,0.00939,0.659464,0.330121,0.000857
28718,1733,930,4.0,206,positive,4,3.520368841898744,"{""strongly negative"": 0.000154, ""negative"": 0.005733, ""negative or neutral"": 0.46879, ""positive"": 0.52424, ""strongly positive"": 0.001084}",0.000154,0.005733,0.46879,0.52424,0.001084
28719,1264,628,5.0,57,positive,4,4.031501854478847,"{""strongly negative"": 0.000787, ""negative"": 0.004437, ""negative or neutral"": 0.048442, ""positive"": 0.855158, ""strongly positive"": 0.091177}",0.000787,0.004437,0.048442,0.855158,0.091177
28720,3285,287,5.0,42,positive,4,3.739529256068636,"{""strongly negative"": 0.000448, ""negative"": 0.013363, ""negative or neutral"": 0.237552, ""positive"": 0.743485, ""strongly positive"": 0.005152}",0.000448,0.013363,0.237552,0.743485,0.005152
28721,2328,986,5.0,76,positive,4,3.807211503852159,"{""strongly negative"": 0.00056, ""negative"": 0.010784, ""negative or neutral"": 0.178314, ""positive"": 0.801569, ""strongly positive"": 0.008773}",0.00056,0.010784,0.178314,0.801569,0.008773
28722,2006,1387,4.0,22,positive,4,3.817532233035308,"{""strongly negative"": 0.000241, ""negative"": 0.002003, ""negative or neutral"": 0.180672, ""positive"": 0.81415, ""strongly positive"": 0.002934}",0.000241,0.002003,0.180672,0.81415,0.002934
28723,3314,2108,5.0,92,positive,4,4.038800494396128,"{""strongly negative"": 0.000547, ""negative"": 0.001681, ""negative or neutral"": 0.021848, ""positive"": 0.910274, ""strongly positive"": 0.06565}",0.000547,0.001681,0.021848,0.910274,0.06565
28724,4600,1583,5.0,54,strongly positive,5,4.487932746531442,"{""strongly negative"": 0.003885, ""negative"": 0.005489, ""negative or neutral"": 0.014258, ""positive"": 0.451541, ""strongly positive"": 0.524826}",0.003885,0.005489,0.014258,0.451541,0.524826
28725,3781,2315,3.0,70,negative or neutral,3,2.787414052698296,"{""strongly negative"": 0.00176, ""negative"": 0.274179, ""negative or neutral"": 0.659719, ""positive"": 0.063574, ""strongly positive"": 0.000769}",0.00176,0.274179,0.659719,0.063574,0.000769
28726,2161,1262,5.0,90,positive,4,3.966296376660466,"{""strongly negative"": 0.000413, ""negative"": 0.001684, ""negative or neutral"": 0.045905, ""positive"": 0.935189, ""strongly positive"": 0.016809}",0.000413,0.001684,0.045905,0.935189,0.016809
28727,4547,1435,5.0,104,positive,4,4.027377140999306,"{""strongly negative"": 0.000615, ""negative"": 0.001646, ""negative or neutral"": 0.020375, ""positive"": 0.924475, ""strongly positive"": 0.052889}",0.000615,0.001646,0.020375,0.924475,0.052889
28728,3160,1222,3.0,24,negative or neutral,3,3.1672042960999534,"{""strongly negative"": 0.000582, ""negative"": 0.036169, ""negative or neutral"": 0.759732, ""positive"": 0.202495, ""strongly positive"": 0.001021}",0.000582,0.036169,0.759732,0.202495,0.001021
28729,155,2181,4.0,208,positive,4,3.6605131345859263,"{""strongly negative"": 0.0003, ""negative"": 0.006006, ""negative or neutral"": 0.32821, ""positive"": 0.663849, ""strongly positive"": 0.001635}",0.0003,0.006006,0.32821,0.663849,0.001635
28730,3902,975,5.0,45,positive,4,3.929682162153768,"{""strongly negative"": 0.000123, ""negative"": 0.000428, ""negative or neutral"": 0.07281, ""positive"": 0.922921, ""strongly positive"": 0.003717}",0.000123,0.000428,0.07281,0.922921,0.003717
28731,4402,1661,5.0,90,positive,4,3.896553687780397,"{""strongly negative"": 0.000201, ""negative"": 0.001498, ""negative or neutral"": 0.107087, ""positive"": 0.883974, ""strongly positive"": 0.00724}",0.000201,0.001498,0.107087,0.883974,0.00724
28732,2282,503,5.0,43,negative or neutral,3,3.323024897952564,"{""strongly negative"": 0.001232, ""negative"": 0.039958, ""negative or neutral"": 0.595411, ""positive"": 0.361353, ""strongly positive"": 0.002046}",0.001232,0.039958,0.595411,0.361353,0.002046
28733,3262,2255,4.0,208,negative or neutral,3,2.934214306937065,"{""strongly negative"": 0.001197, ""negative"": 0.159838, ""negative or neutral"": 0.74337, ""positive"": 0.094745, ""strongly positive"": 0.00085}",0.001197,0.159838,0.74337,0.094745,0.00085
28734,4688,196,4.0,454,negative or neutral,3,3.325729776843218,"{""strongly negative"": 0.000138, ""negative"": 0.005441, ""negative or neutral"": 0.663648, ""positive"": 0.3301, ""strongly positive"": 0.000674}",0.000138,0.005441,0.663648,0.3301,0.000674
28735,940,1959,5.0,48,negative or neutral,3,3.1432842920621624,"{""strongly negative"": 0.000124, ""negative"": 0.0032, ""negative or neutral"": 0.850323, ""positive"": 0.145974, ""strongly positive"": 0.000379}",0.000124,0.0032,0.850323,0.145974,0.000379
28736,1378,1812,5.0,194,positive,4,3.757601074379636,"{""strongly negative"": 0.000399, ""negative"": 0.005054, ""negative or neutral"": 0.234752, ""positive"": 0.756136, ""strongly positive"": 0.003659}",0.000399,0.005054,0.234752,0.756136,0.003659
28737,677,354,4.0,176,positive,4,3.791484585322905,"{""strongly negative"": 0.000602, ""negative"": 0.007085, ""negative or neutral"": 0.198119, ""positive"": 0.788615, ""strongly positive"": 0.005579}",0.000602,0.007085,0.198119,0.788615,0.005579
28738,1562,709,3.0,37,negative or neutral,3,3.247879247937817,"{""strongly negative"": 0.000463, ""negative"": 0.016609, ""negative or neutral"": 0.718605, ""positive"": 0.26323, ""strongly positive"": 0.001093}",0.000463,0.016609,0.718605,0.26323,0.001093
28739,1787,2214,5.0,121,positive,4,3.8993300223664846,"{""strongly negative"": 0.00043, ""negative"": 0.00286, ""negative or neutral"": 0.099993, ""positive"": 0.890386, ""strongly positive"": 0.006332}",0.00043,0.00286,0.099993,0.890386,0.006332
28740,3309,1596,5.0,611,negative or neutral,3,3.188890748133417,"{""strongly negative"": 0.000921, ""negative"": 0.022134, ""negative or neutral"": 0.765578, ""positive"": 0.209867, ""strongly positive"": 0.0015}",0.000921,0.022134,0.765578,0.209867,0.0015
28741,1343,275,4.0,237,positive,4,3.751494062307757,"{""strongly negative"": 0.000313, ""negative"": 0.004387, ""negative or neutral"": 0.241161, ""positive"": 0.751771, ""strongly positive"": 0.002368}",0.000313,0.004387,0.241161,0.751771,0.002368
28742,220,1436,4.0,83,positive,4,4.102915690862574,"{""strongly negative"": 0.001137, ""negative"": 0.001733, ""negative or neutral"": 0.019769, ""positive"": 0.8478, ""strongly positive"": 0.129561}",0.001137,0.001733,0.019769,0.8478,0.129561
28743,1589,2005,5.0,70,positive,4,3.9419073998578815,"{""strongly negative"": 0.000364, ""negative"": 0.002428, ""negative or neutral"": 0.066727, ""positive"": 0.9159, ""strongly positive"": 0.014582}",0.000364,0.002428,0.066727,0.9159,0.014582
28744,3604,653,5.0,71,positive,4,3.72556069662096,"{""strongly negative"": 0.000878, ""negative"": 0.013031, ""negative or neutral"": 0.254048, ""positive"": 0.723737, ""strongly positive"": 0.008306}",0.000878,0.013031,0.254048,0.723737,0.008306
28745,3376,221,5.0,64,positive,4,3.9170135381864384,"{""strongly negative"": 0.000557, ""negative"": 0.001637, ""negative or neutral"": 0.085397, ""positive"": 0.905054, ""strongly positive"": 0.007355}",0.000557,0.001637,0.085397,0.905054,0.007355
28746,1560,81,5.0,125,positive,4,3.985672719572904,"{""strongly negative"": 0.000289, ""negative"": 0.001017, ""negative or neutral"": 0.041403, ""positive"": 0.927317, ""strongly positive"": 0.029975}",0.000289,0.001017,0.041403,0.927317,0.029975
28747,1,635,5.0,233,positive,4,3.476926694391296,"{""strongly negative"": 0.001255, ""negative"": 0.031178, ""negative or neutral"": 0.463197, ""positive"": 0.498124, ""strongly positive"": 0.006246}",0.001255,0.031178,0.463197,0.498124,0.006246
28748,2596,1126,4.0,719,negative or neutral,3,3.320295266370522,"{""strongly negative"": 0.000448, ""negative"": 0.01126, ""negative or neutral"": 0.656816, ""positive"": 0.330503, ""strongly positive"": 0.000973}",0.000448,0.01126,0.656816,0.330503,0.000973
28749,1365,1584,5.0,66,positive,4,3.841350487142336,"{""strongly negative"": 0.000733, ""negative"": 0.005451, ""negative or neutral"": 0.154165, ""positive"": 0.831037, ""strongly positive"": 0.008614}",0.000733,0.005451,0.154165,0.831037,0.008614
28750,4772,1863,5.0,40,positive,4,3.976797761162743,"{""strongly negative"": 0.000651, ""negative"": 0.003886, ""negative or neutral"": 0.048416, ""positive"": 0.912106, ""strongly positive"": 0.03494}",0.000651,0.003886,0.048416,0.912106,0.03494
28751,1885,1491,4.0,296,negative or neutral,3,3.391548474319279,"{""strongly negative"": 0.000436, ""negative"": 0.012122, ""negative or neutral"": 0.584227, ""positive"": 0.401886, ""strongly positive"": 0.001328}",0.000436,0.012122,0.584227,0.401886,0.001328
28752,4542,672,5.0,282,positive,4,3.8185951184423175,"{""strongly negative"": 0.000291, ""negative"": 0.003475, ""negative or neutral"": 0.177812, ""positive"": 0.81419, ""strongly positive"": 0.004232}",0.000291,0.003475,0.177812,0.81419,0.004232
28753,4265,767,4.0,559,negative or neutral,3,3.0065391113748774,"{""strongly negative"": 0.001969, ""negative"": 0.09841, ""negative or neutral"": 0.792327, ""positive"": 0.105702, ""strongly positive"": 0.001593}",0.001969,0.09841,0.792327,0.105702,0.001593
28754,2401,1692,4.0,210,negative or neutral,3,3.089908184483648,"{""strongly negative"": 0.000764, ""negative"": 0.02929, ""negative or neutral"": 0.850176, ""positive"": 0.118812, ""strongly positive"": 0.000958}",0.000764,0.02929,0.850176,0.118812,0.000958
28755,2720,1629,5.0,249,negative or neutral,3,3.1921670540468767,"{""strongly negative"": 0.000695, ""negative"": 0.028013, ""negative or neutral"": 0.751014, ""positive"": 0.218986, ""strongly positive"": 0.001292}",0.000695,0.028013,0.751014,0.218986,0.001292
28756,3170,2015,5.0,102,positive,4,3.832884069532156,"{""strongly negative"": 0.005741, ""negative"": 0.082945, ""negative or neutral"": 0.100544, ""positive"": 0.694227, ""strongly positive"": 0.116543}",0.005741,0.082945,0.100544,0.694227,0.116543
28757,3117,0,5.0,24,positive,4,3.947877628786955,"{""strongly negative"": 0.000489, ""negative"": 0.00379, ""negative or neutral"": 0.0646, ""positive"": 0.909598, ""strongly positive"": 0.021523}",0.000489,0.00379,0.0646,0.909598,0.021523
28758,1588,2108,5.0,113,positive,4,3.732586790370988,"{""strongly negative"": 0.000399, ""negative"": 0.005262, ""negative or neutral"": 0.259469, ""positive"": 0.73109, ""strongly positive"": 0.003779}",0.000399,0.005262,0.259469,0.73109,0.003779
28759,533,1101,4.0,156,positive,4,3.751456511032302,"{""strongly negative"": 0.000886, ""negative"": 0.009041, ""negative or neutral"": 0.2362, ""positive"": 0.745474, ""strongly positive"": 0.008398}",0.000886,0.009041,0.2362,0.745474,0.008398
28760,1887,1206,5.0,40,strongly positive,5,4.538155175046995,"{""strongly negative"": 0.002272, ""negative"": 0.002397, ""negative or neutral"": 0.006904, ""positive"": 0.431759, ""strongly positive"": 0.556669}",0.002272,0.002397,0.006904,0.431759,0.556669
28761,1180,325,4.0,194,negative or neutral,3,3.15469261148246,"{""strongly negative"": 0.000877, ""negative"": 0.050297, ""negative or neutral"": 0.743228, ""positive"": 0.204455, ""strongly positive"": 0.001144}",0.000877,0.050297,0.743228,0.204455,0.001144
28762,4803,305,1.0,230,negative,2,2.1795694593456574,"{""strongly negative"": 0.003289, ""negative"": 0.818574, ""negative or neutral"": 0.173833, ""positive"": 0.003887, ""strongly positive"": 0.000417}",0.003289,0.818574,0.173833,0.003887,0.000417
28763,1520,1004,5.0,32,positive,4,4.05669851595303,"{""strongly negative"": 0.000634, ""negative"": 0.001268, ""negative or neutral"": 0.022059, ""positive"": 0.892844, ""strongly positive"": 0.083195}",0.000634,0.001268,0.022059,0.892844,0.083195
28764,1915,99,5.0,407,negative or neutral,3,3.394746180973016,"{""strongly negative"": 0.000242, ""negative"": 0.005036, ""negative or neutral"": 0.595358, ""positive"": 0.398463, ""strongly positive"": 0.000901}",0.000242,0.005036,0.595358,0.398463,0.000901
28765,4659,1295,5.0,16,positive,4,3.491319624125026,"{""strongly negative"": 0.000512, ""negative"": 0.026161, ""negative or neutral"": 0.458326, ""positive"": 0.511499, ""strongly positive"": 0.003503}",0.000512,0.026161,0.458326,0.511499,0.003503
28766,1299,1273,3.0,22,positive,4,3.8880991435580654,"{""strongly negative"": 0.000204, ""negative"": 0.001349, ""negative or neutral"": 0.11176, ""positive"": 0.883515, ""strongly positive"": 0.003171}",0.000204,0.001349,0.11176,0.883515,0.003171
28767,2660,1428,4.0,218,negative or neutral,3,3.297737495857291,"{""strongly negative"": 0.000376, ""negative"": 0.018944, ""negative or neutral"": 0.664106, ""positive"": 0.315715, ""strongly positive"": 0.000859}",0.000376,0.018944,0.664106,0.315715,0.000859
28768,2784,1080,4.0,198,negative or neutral,3,3.408492986520286,"{""strongly negative"": 0.000548, ""negative"": 0.022111, ""negative or neutral"": 0.547539, ""positive"": 0.427907, ""strongly positive"": 0.001896}",0.000548,0.022111,0.547539,0.427907,0.001896
28769,1910,1950,5.0,409,positive,4,3.7794861932634376,"{""strongly negative"": 0.000324, ""negative"": 0.00479, ""negative or neutral"": 0.213546, ""positive"": 0.777758, ""strongly positive"": 0.003582}",0.000324,0.00479,0.213546,0.777758,0.003582
28770,73,1909,5.0,89,positive,4,3.8282995293848217,"{""strongly negative"": 0.000631, ""negative"": 0.004584, ""negative or neutral"": 0.168375, ""positive"": 0.818675, ""strongly positive"": 0.007735}",0.000631,0.004584,0.168375,0.818675,0.007735
28771,3225,1665,4.0,60,positive,4,3.924334997835104,"{""strongly negative"": 0.000385, ""negative"": 0.002339, ""negative or neutral"": 0.076887, ""positive"": 0.913335, ""strongly positive"": 0.007054}",0.000385,0.002339,0.076887,0.913335,0.007054
28772,2022,236,5.0,162,positive,4,3.884007455664687,"{""strongly negative"": 0.000304, ""negative"": 0.003869, ""negative or neutral"": 0.113052, ""positive"": 0.877065, ""strongly positive"": 0.00571}",0.000304,0.003869,0.113052,0.877065,0.00571
28773,665,818,4.0,253,positive,4,3.9975457888795054,"{""strongly negative"": 0.00057, ""negative"": 0.002732, ""negative or neutral"": 0.037023, ""positive"": 0.917931, ""strongly positive"": 0.041744}",0.00057,0.002732,0.037023,0.917931,0.041744
28774,1755,171,4.0,157,negative or neutral,3,3.410830927605275,"{""strongly negative"": 0.00056, ""negative"": 0.013968, ""negative or neutral"": 0.561009, ""positive"": 0.423008, ""strongly positive"": 0.001456}",0.00056,0.013968,0.561009,0.423008,0.001456
28775,2946,1705,4.0,500,positive,4,3.4721652831649408,"{""strongly negative"": 0.00097, ""negative"": 0.034733, ""negative or neutral"": 0.459656, ""positive"": 0.500444, ""strongly positive"": 0.004197}",0.00097,0.034733,0.459656,0.500444,0.004197
28776,194,811,5.0,32,negative,2,2.0400748648680747,"{""strongly negative"": 0.035168, ""negative"": 0.896201, ""negative or neutral"": 0.062906, ""positive"": 0.004838, ""strongly positive"": 0.000887}",0.035168,0.896201,0.062906,0.004838,0.000887
28777,1803,945,4.0,20,positive,4,3.8823815729119815,"{""strongly negative"": 0.000562, ""negative"": 0.004438, ""negative or neutral"": 0.118223, ""positive"": 0.865611, ""strongly positive"": 0.011167}",0.000562,0.004438,0.118223,0.865611,0.011167
28778,1156,1,5.0,33,positive,4,3.9540936510748,"{""strongly negative"": 0.000181, ""negative"": 0.001138, ""negative or neutral"": 0.053298, ""positive"": 0.93517, ""strongly positive"": 0.010213}",0.000181,0.001138,0.053298,0.93517,0.010213
28779,1311,758,5.0,155,positive,4,3.917272923572455,"{""strongly negative"": 0.000571, ""negative"": 0.003474, ""negative or neutral"": 0.090142, ""positive"": 0.889735, ""strongly positive"": 0.016077}",0.000571,0.003474,0.090142,0.889735,0.016077
28780,832,275,3.0,100,negative,2,2.449250155943446,"{""strongly negative"": 0.002703, ""negative"": 0.58445, ""negative or neutral"": 0.375281, ""positive"": 0.036026, ""strongly positive"": 0.00154}",0.002703,0.58445,0.375281,0.036026,0.00154
28781,2681,1913,4.0,115,positive,4,3.643571039341623,"{""strongly negative"": 0.000401, ""negative"": 0.004253, ""negative or neutral"": 0.349394, ""positive"": 0.643275, ""strongly positive"": 0.002676}",0.000401,0.004253,0.349394,0.643275,0.002676
28782,907,1375,5.0,259,positive,4,3.9761493570404127,"{""strongly negative"": 0.000559, ""negative"": 0.003539, ""negative or neutral"": 0.061028, ""positive"": 0.888942, ""strongly positive"": 0.045932}",0.000559,0.003539,0.061028,0.888942,0.045932
28783,4393,1027,5.0,108,positive,4,3.920810242940206,"{""strongly negative"": 0.000696, ""negative"": 0.005533, ""negative or neutral"": 0.084239, ""positive"": 0.891327, ""strongly positive"": 0.018205}",0.000696,0.005533,0.084239,0.891327,0.018205
28784,574,1436,4.0,228,positive,4,3.619795599195641,"{""strongly negative"": 0.000505, ""negative"": 0.005379, ""negative or neutral"": 0.370366, ""positive"": 0.621318, ""strongly positive"": 0.002433}",0.000505,0.005379,0.370366,0.621318,0.002433
28785,4072,713,4.0,126,positive,4,3.484257227741182,"{""strongly negative"": 0.001043, ""negative"": 0.020709, ""negative or neutral"": 0.474338, ""positive"": 0.500768, ""strongly positive"": 0.003142}",0.001043,0.020709,0.474338,0.500768,0.003142
28786,1121,1800,5.0,431,positive,4,3.852297568519134,"{""strongly negative"": 0.000289, ""negative"": 0.00456, ""negative or neutral"": 0.141314, ""positive"": 0.850237, ""strongly positive"": 0.0036}",0.000289,0.00456,0.141314,0.850237,0.0036
28787,1010,466,4.0,141,positive,4,3.6341836448700633,"{""strongly negative"": 0.000447, ""negative"": 0.009034, ""negative or neutral"": 0.348051, ""positive"": 0.640824, ""strongly positive"": 0.001644}",0.000447,0.009034,0.348051,0.640824,0.001644
28788,3782,682,5.0,25,positive,4,3.9389206427440513,"{""strongly negative"": 0.000328, ""negative"": 0.001288, ""negative or neutral"": 0.07074, ""positive"": 0.91442, ""strongly positive"": 0.013223}",0.000328,0.001288,0.07074,0.91442,0.013223
28789,197,1111,5.0,346,negative or neutral,3,3.224618725798792,"{""strongly negative"": 0.000322, ""negative"": 0.013783, ""negative or neutral"": 0.74757, ""positive"": 0.237604, ""strongly positive"": 0.000721}",0.000322,0.013783,0.74757,0.237604,0.000721
28790,3608,542,5.0,47,positive,4,3.9115106444223775,"{""strongly negative"": 0.000976, ""negative"": 0.006377, ""negative or neutral"": 0.095257, ""positive"": 0.874937, ""strongly positive"": 0.022452}",0.000976,0.006377,0.095257,0.874937,0.022452
28791,4708,1510,5.0,14,negative or neutral,3,3.096734174258017,"{""strongly negative"": 0.000119, ""negative"": 0.007057, ""negative or neutral"": 0.88925, ""positive"": 0.103118, ""strongly positive"": 0.000456}",0.000119,0.007057,0.88925,0.103118,0.000456
28792,3933,516,3.0,122,positive,4,3.5530588111723773,"{""strongly negative"": 0.000526, ""negative"": 0.006967, ""negative or neutral"": 0.433735, ""positive"": 0.556465, ""strongly positive"": 0.002307}",0.000526,0.006967,0.433735,0.556465,0.002307
28793,2858,975,3.0,283,negative or neutral,3,3.230391729506664,"{""strongly negative"": 0.000369, ""negative"": 0.008543, ""negative or neutral"": 0.752167, ""positive"": 0.238168, ""strongly positive"": 0.000753}",0.000369,0.008543,0.752167,0.238168,0.000753
28794,2339,1596,5.0,27,positive,4,3.6508025074435855,"{""strongly negative"": 0.000185, ""negative"": 0.002266, ""negative or neutral"": 0.34571, ""positive"": 0.650239, ""strongly positive"": 0.0016}",0.000185,0.002266,0.34571,0.650239,0.0016
28795,2025,1228,5.0,94,negative or neutral,3,3.297866219189018,"{""strongly negative"": 0.000629, ""negative"": 0.011521, ""negative or neutral"": 0.67878, ""positive"": 0.307495, ""strongly positive"": 0.001575}",0.000629,0.011521,0.67878,0.307495,0.001575
28796,373,773,4.0,1052,positive,4,3.5787004266749136,"{""strongly negative"": 0.000547, ""negative"": 0.015335, ""negative or neutral"": 0.39243, ""positive"": 0.588246, ""strongly positive"": 0.003442}",0.000547,0.015335,0.39243,0.588246,0.003442
28797,3115,1786,3.0,41,positive,4,3.7356721122341696,"{""strongly negative"": 0.000476, ""negative"": 0.006145, ""negative or neutral"": 0.253684, ""positive"": 0.736619, ""strongly positive"": 0.003076}",0.000476,0.006145,0.253684,0.736619,0.003076
28798,611,6,5.0,291,positive,4,3.7221008031920064,"{""strongly negative"": 0.000262, ""negative"": 0.003523, ""negative or neutral"": 0.272173, ""positive"": 0.721933, ""strongly positive"": 0.002108}",0.000262,0.003523,0.272173,0.721933,0.002108
28799,3247,143,3.0,750,negative or neutral,3,3.190673828474246,"{""strongly negative"": 0.001163, ""negative"": 0.04051, ""negative or neutral"": 0.726615, ""positive"": 0.229914, ""strongly positive"": 0.001798}",0.001163,0.04051,0.726615,0.229914,0.001798
28800,3282,2319,1.0,84,negative,2,2.1428944625658914,"{""strongly negative"": 0.005108, ""negative"": 0.850808, ""negative or neutral"": 0.140532, ""positive"": 0.003183, ""strongly positive"": 0.000368}",0.005108,0.850808,0.140532,0.003183,0.000368
28801,2335,1664,4.0,33,positive,4,3.942949478529045,"{""strongly negative"": 0.000197, ""negative"": 0.000509, ""negative or neutral"": 0.062209, ""positive"": 0.930318, ""strongly positive"": 0.006767}",0.000197,0.000509,0.062209,0.930318,0.006767
28802,3821,2119,4.0,146,positive,4,3.5849306188174523,"{""strongly negative"": 0.000776, ""negative"": 0.016175, ""negative or neutral"": 0.384585, ""positive"": 0.594269, ""strongly positive"": 0.004195}",0.000776,0.016175,0.384585,0.594269,0.004195
28803,4650,1170,4.0,233,positive,4,3.5209430496033747,"{""strongly negative"": 0.000484, ""negative"": 0.012067, ""negative or neutral"": 0.455418, ""positive"": 0.530083, ""strongly positive"": 0.001948}",0.000484,0.012067,0.455418,0.530083,0.001948
28804,4040,1897,5.0,66,positive,4,4.034836397157051,"{""strongly negative"": 0.001079, ""negative"": 0.002823, ""negative or neutral"": 0.025096, ""positive"": 0.902186, ""strongly positive"": 0.068816}",0.001079,0.002823,0.025096,0.902186,0.068816
28805,972,1298,4.0,191,negative or neutral,3,3.4862490049708867,"{""strongly negative"": 0.000167, ""negative"": 0.006363, ""negative or neutral"": 0.5015, ""positive"": 0.490991, ""strongly positive"": 0.000978}",0.000167,0.006363,0.5015,0.490991,0.000978
28806,2281,782,4.0,391,positive,4,3.5746857381309383,"{""strongly negative"": 0.000693, ""negative"": 0.015713, ""negative or neutral"": 0.394836, ""positive"": 0.585729, ""strongly positive"": 0.003028}",0.000693,0.015713,0.394836,0.585729,0.003028
28807,4270,1025,5.0,133,negative or neutral,3,3.298315395368263,"{""strongly negative"": 0.000471, ""negative"": 0.010838, ""negative or neutral"": 0.679871, ""positive"": 0.307546, ""strongly positive"": 0.001274}",0.000471,0.010838,0.679871,0.307546,0.001274
28808,997,1113,4.0,188,negative or neutral,3,3.2062670485756826,"{""strongly negative"": 0.000471, ""negative"": 0.015083, ""negative or neutral"": 0.763063, ""positive"": 0.220475, ""strongly positive"": 0.000909}",0.000471,0.015083,0.763063,0.220475,0.000909
28809,1257,2380,5.0,19,negative or neutral,3,2.944142863154412,"{""strongly negative"": 0.001354, ""negative"": 0.206405, ""negative or neutral"": 0.640425, ""positive"": 0.150378, ""strongly positive"": 0.001438}",0.001354,0.206405,0.640425,0.150378,0.001438
28810,869,1014,3.0,441,negative or neutral,3,2.8505490431562066,"{""strongly negative"": 0.000957, ""negative"": 0.203421, ""negative or neutral"": 0.740508, ""positive"": 0.054341, ""strongly positive"": 0.000772}",0.000957,0.203421,0.740508,0.054341,0.000772
28811,1662,226,5.0,117,positive,4,3.896446967177326,"{""strongly negative"": 0.000364, ""negative"": 0.003802, ""negative or neutral"": 0.103388, ""positive"": 0.883915, ""strongly positive"": 0.008531}",0.000364,0.003802,0.103388,0.883915,0.008531
28812,3002,782,4.0,108,positive,4,3.9304100835579447,"{""strongly negative"": 0.000491, ""negative"": 0.003663, ""negative or neutral"": 0.074099, ""positive"": 0.908439, ""strongly positive"": 0.013308}",0.000491,0.003663,0.074099,0.908439,0.013308
28813,3866,765,5.0,25,strongly positive,5,4.638735809363425,"{""strongly negative"": 0.001755, ""negative"": 0.000916, ""negative or neutral"": 0.003615, ""positive"": 0.344268, ""strongly positive"": 0.649446}",0.001755,0.000916,0.003615,0.344268,0.649446
